,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,DAY,MONTH,YEAR
2296,10316,34,47.57,3,1617.38,2509,Shipped,Vintage Cars,43,S50_1341,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small,1,11,2019
2297,10328,34,51.93,7,1765.62,2499,Shipped,Vintage Cars,43,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,12,11,2019
2298,10340,40,50.62,4,2024.8,2488,Shipped,Vintage Cars,43,S50_1341,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,24,11,2019
2299,10353,40,82.21,8,3288.4,2479,Shipped,Vintage Cars,43,S50_1341,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium,4,12,2019
2300,10361,33,82.59,3,2725.47,2467,Shipped,Vintage Cars,43,S50_1341,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,17,12,2019
2301,10375,49,65.8,5,3224.2,2420,Shipped,Vintage Cars,43,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,3,2,2020
2302,10388,27,118.94,1,3211.38,2392,Shipped,Vintage Cars,43,S50_1341,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium,3,3,2020
2303,10398,49,36.66,5,1796.34,2366,Shipped,Vintage Cars,43,S50_1341,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,30,3,2020
2304,10401,56,35.35,7,1979.6,2363,On Hold,Vintage Cars,43,S50_1341,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small,3,4,2020
2305,10416,37,51.93,8,1921.41,2327,Shipped,Vintage Cars,43,S50_1341,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,10,5,2020
2306,10104,33,112.28,7,3705.24,3158,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,31,1,2018
2307,10115,27,105.33,3,2843.91,3096,Shipped,Trucks and Buses,115,S50_1392,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Small,4,4,2018
2308,10127,46,134.27,9,6176.42,3037,Shipped,Trucks and Buses,115,S50_1392,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,3,6,2018
2309,10141,44,125.01,3,5500.44,2979,Shipped,Trucks and Buses,115,S50_1392,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,1,8,2018
2310,10151,26,123.85,1,3220.1,2929,Shipped,Trucks and Buses,115,S50_1392,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,21,9,2018
2311,10165,48,94.92,10,4556.16,2899,Shipped,Trucks and Buses,115,S50_1392,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,22,10,2018
2312,10176,23,135.43,9,3114.89,2885,Shipped,Trucks and Buses,115,S50_1392,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium,6,11,2018
2313,10184,45,109.96,4,4948.2,2878,Shipped,Trucks and Buses,115,S50_1392,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Medium,14,11,2018
2314,10195,49,105.33,4,5161.17,2868,Shipped,Trucks and Buses,115,S50_1392,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Medium,25,11,2018
2315,10207,28,94.92,5,2657.76,2855,Shipped,Trucks and Buses,115,S50_1392,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small,9,12,2018
2316,10220,37,107.65,9,3983.05,2791,Shipped,Trucks and Buses,115,S50_1392,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium,12,2,2019
2317,10230,34,116.91,7,3974.94,2761,Shipped,Trucks and Buses,115,S50_1392,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium,15,3,2019
2318,10246,22,133.11,3,2928.42,2711,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,5,5,2019
2319,10259,29,105.33,2,3054.57,2671,Shipped,Trucks and Buses,115,S50_1392,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,15,6,2019
2320,10271,34,98.39,3,3345.26,2637,Shipped,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,20,7,2019
2321,10282,38,113.44,12,4310.72,2607,Shipped,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,20,8,2019
2322,10292,41,121.54,6,4983.14,2589,Shipped,Trucks and Buses,115,S50_1392,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,8,9,2019
2323,10305,42,109.96,3,4618.32,2555,Shipped,Trucks and Buses,115,S50_1392,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,13,10,2019
2324,10314,28,121.54,12,3403.12,2547,Shipped,Trucks and Buses,115,S50_1392,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium,22,10,2019
2325,10325,38,136.59,4,5190.42,2534,Shipped,Trucks and Buses,115,S50_1392,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,5,11,2019
2326,10336,23,136.59,8,3141.57,2520,Shipped,Trucks and Buses,115,S50_1392,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium,20,11,2019
2327,10350,31,71.4,8,2213.4,2509,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2,12,2019
2328,10359,46,106.45,2,4896.7,2497,Shipped,Trucks and Buses,115,S50_1392,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,15,12,2019
2329,10371,48,56.55,10,2714.4,2459,Shipped,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,23,1,2020
2330,10383,29,106.45,13,3087.05,2430,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,22,2,2020
2331,10395,46,123.76,4,5692.96,2407,Shipped,Trucks and Buses,115,S50_1392,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium,17,3,2020
2332,10412,26,133.11,3,3460.86,2361,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,3,5,2020
2333,10425,18,105.33,2,1895.94,2334,In Process,Trucks and Buses,115,S50_1392,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,31,5,2020
2334,10104,32,53.31,2,1705.92,3186,Shipped,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,31,1,2018
2335,10117,21,49.21,11,1033.41,3112,Shipped,Trains,58,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,16,4,2018
2336,10127,46,69.12,4,3179.52,3065,Shipped,Trains,58,S50_1514,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,3,6,2018
2337,10142,42,49.79,14,2091.18,3000,Shipped,Trains,58,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,8,8,2018
2338,10153,31,57.41,13,1779.71,2950,Shipped,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,28,9,2018
2339,10165,38,66.78,5,2537.64,2927,Shipped,Trains,58,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,22,10,2018
2340,10176,38,64.44,4,2448.72,2913,Shipped,Trains,58,S50_1514,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,6,11,2018
2341,10185,20,48.62,15,972.4,2906,Shipped,Trains,58,S50_1514,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small,14,11,2018
2342,10196,46,62.09,7,2856.14,2895,Shipped,Trains,58,S50_1514,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Small,26,11,2018
2343,10208,30,65.61,15,1968.3,2859,Shipped,Trains,58,S50_1514,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small,2,1,2019
2344,10220,30,68.54,4,2056.2,2819,Shipped,Trains,58,S50_1514,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small,12,2,2019
2345,10230,43,52.14,2,2242.02,2789,Shipped,Trains,58,S50_1514,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Small,15,3,2019
2346,10247,49,63.85,4,3128.65,2739,Shipped,Trains,58,S50_1514,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,5,5,2019
2347,10272,43,56.82,4,2443.26,2664,Shipped,Trains,58,S50_1514,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,20,7,2019
2348,10282,37,66.78,7,2470.86,2634,Shipped,Trains,58,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,20,8,2019
2349,10292,35,55.07,1,1927.45,2616,Shipped,Trains,58,S50_1514,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,8,9,2019
2350,10306,34,60.34,15,2051.56,2581,Shipped,Trains,58,S50_1514,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,14,10,2019
2351,10314,38,61.51,7,2337.38,2574,Shipped,Trains,58,S50_1514,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,22,10,2019
2352,10325,44,134.84,7,5932.96,2561,Shipped,Trains,58,S50_1514,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,5,11,2019
2353,10337,21,109.37,6,2296.77,2546,Shipped,Trains,58,S50_1514,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Small,21,11,2019
2354,10350,44,147.52,17,6490.88,2536,Shipped,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2,12,2019
2355,10359,25,64.93,4,1623.25,2524,Shipped,Trains,58,S50_1514,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,15,12,2019
2356,10372,24,58.58,9,1405.92,2483,Shipped,Trains,58,S50_1514,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small,26,1,2020
2357,10383,38,60.06,10,2282.28,2457,Shipped,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,22,2,2020
2358,10395,45,199.49,3,8977.05,2434,Shipped,Trains,58,S50_1514,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Large,17,3,2020
2359,10413,51,63.85,4,3256.35,2386,Shipped,Trains,58,S50_1514,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium,5,5,2020
2360,10108,34,82.99,14,2821.66,3181,Shipped,Motorcycles,81,S50_4713,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small,3,3,2018
2361,10121,44,74.85,1,3293.4,3117,Shipped,Motorcycles,81,S50_4713,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,7,5,2018
2362,10135,44,96.0,15,4224.0,3062,Shipped,Motorcycles,81,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2,7,2018
2363,10145,38,81.36,2,3091.68,3009,Shipped,Motorcycles,81,S50_4713,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,25,8,2018
2364,10169,48,80.55,10,3866.4,2939,Shipped,Motorcycles,81,S50_4713,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,4,11,2018
2365,10180,21,93.56,5,1964.76,2933,Shipped,Motorcycles,81,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,11,11,2018
2366,10190,40,66.72,2,2668.8,2926,Shipped,Motorcycles,81,S50_4713,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,19,11,2018
2367,10211,40,80.55,10,3222.0,2870,Shipped,Motorcycles,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium,15,1,2019
2368,10224,50,77.29,3,3864.5,2834,Shipped,Motorcycles,81,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Medium,21,2,2019
2369,10237,20,68.34,3,1366.8,2792,Shipped,Motorcycles,81,S50_4713,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small,5,4,2019
2370,10252,48,72.41,7,3475.68,2742,Shipped,Motorcycles,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium,26,5,2019
2371,10264,47,89.5,5,4206.5,2708,Shipped,Motorcycles,81,S50_4713,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium,30,6,2019
2372,10276,21,70.78,11,1486.38,2676,Shipped,Motorcycles,81,S50_4713,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Small,2,8,2019
2373,10285,39,78.92,2,3077.88,2652,Shipped,Motorcycles,81,S50_4713,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,27,8,2019
2374,10299,44,80.55,5,3544.2,2619,Shipped,Motorcycles,81,S50_4713,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium,30,9,2019
2375,10309,28,88.68,1,2483.04,2605,Shipped,Motorcycles,81,S50_4713,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,15,10,2019
2376,10319,45,77.29,6,3478.05,2587,Shipped,Motorcycles,81,S50_4713,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Medium,3,11,2019
2377,10331,20,182.89,5,3657.8,2574,Shipped,Motorcycles,81,S50_4713,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,17,11,2019
2378,10341,38,123.22,3,4682.36,2568,Shipped,Motorcycles,81,S50_4713,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,24,11,2019
2379,10356,26,151.45,4,3937.7,2554,Shipped,Motorcycles,81,S50_4713,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium,9,12,2019
2380,10365,44,113.28,2,4984.32,2526,Shipped,Motorcycles,81,S50_4713,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,7,1,2020
2381,10375,49,110.34,8,5406.66,2500,Shipped,Motorcycles,81,S50_4713,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,3,2,2020
2382,10390,22,158.69,13,3491.18,2471,Shipped,Motorcycles,81,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,4,3,2020
2383,10403,31,68.34,3,2118.54,2437,Shipped,Motorcycles,81,S50_4713,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small,8,4,2020
2384,10105,41,70.67,5,2897.47,3225,Shipped,Ships,66,S700_1138,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Small,11,2,2018
2385,10119,25,76.67,14,1916.75,3150,Shipped,Ships,66,S700_1138,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,28,4,2018
2386,10129,31,60.0,5,1860.0,3106,Shipped,Ships,66,S700_1138,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small,12,6,2018
2387,10142,41,64.0,2,2624.0,3050,Shipped,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,8,8,2018
2388,10153,43,64.67,1,2780.81,3000,Shipped,Ships,66,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,28,9,2018
2389,10167,43,75.34,12,3239.62,2976,Cancelled,Ships,66,S700_1138,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,23,10,2018
2390,10177,24,76.0,3,1824.0,2962,Shipped,Ships,66,S700_1138,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Small,7,11,2018
2391,10185,21,54.0,3,1134.0,2956,Shipped,Ships,66,S700_1138,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small,14,11,2018
2392,10197,23,64.67,9,1487.41,2945,Shipped,Ships,66,S700_1138,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,26,11,2018
2393,10208,38,74.67,3,2837.46,2909,Shipped,Ships,66,S700_1138,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small,2,1,2019
2394,10222,31,62.67,15,1942.77,2862,Shipped,Ships,66,S700_1138,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small,19,2,2019
2395,10233,36,70.67,3,2544.12,2825,Shipped,Ships,66,S700_1138,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small,29,3,2019
2396,10248,36,71.34,6,2568.24,2787,Cancelled,Ships,66,S700_1138,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,7,5,2019
2397,10261,34,62.0,4,2108.0,2747,Shipped,Ships,66,S700_1138,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small,17,6,2019
2398,10273,21,65.34,7,1372.14,2714,Shipped,Ships,66,S700_1138,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,21,7,2019
2399,10283,45,78.67,9,3540.15,2685,Shipped,Ships,66,S700_1138,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium,20,8,2019
2400,10295,26,75.34,4,1958.84,2665,Shipped,Ships,66,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small,10,9,2019
2401,10306,50,54.0,3,2700.0,2632,Shipped,Ships,66,S700_1138,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,14,10,2019
2402,10315,41,62.0,2,2542.0,2618,Shipped,Ships,66,S700_1138,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,29,10,2019
2403,10326,39,60.0,1,2340.0,2608,Shipped,Ships,66,S700_1138,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small,9,11,2019
2404,10339,22,128.02,5,2816.44,2595,Shipped,Ships,66,S700_1138,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small,23,11,2019
2405,10350,46,76.67,11,3526.82,2587,Shipped,Ships,66,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2,12,2019
2406,10373,44,105.18,14,4627.92,2528,Shipped,Ships,66,S700_1138,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,31,1,2020
2407,10385,25,77.34,1,1933.5,2501,Shipped,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,28,2,2020
2408,10396,39,66.67,1,2600.13,2478,Shipped,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,23,3,2020
2409,10414,37,71.34,6,2639.58,2435,On Hold,Ships,66,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small,6,5,2020
2410,10106,31,106.87,7,3312.97,3245,Shipped,Planes,91,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,17,2,2018
2411,10120,47,82.21,13,3863.87,3175,Shipped,Planes,91,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,29,4,2018
2412,10133,24,77.64,8,1863.36,3117,Shipped,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,27,6,2018
2413,10143,36,109.61,2,3945.96,3074,Shipped,Planes,91,S700_1691,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,10,8,2018
2414,10156,48,103.21,2,4954.08,3016,Shipped,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,8,10,2018
2415,10168,28,98.65,14,2762.2,2997,Shipped,Planes,91,S700_1691,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,28,10,2018
2416,10199,48,83.12,2,3989.76,2964,Shipped,Planes,91,S700_1691,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium,1,12,2018
2417,10210,21,78.55,12,1649.55,2923,Shipped,Planes,91,S700_1691,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small,12,1,2019
2418,10223,25,101.39,14,2534.75,2885,Shipped,Planes,91,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,20,2,2019
2419,10235,25,103.21,8,2580.25,2845,Shipped,Planes,91,S700_1691,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small,2,4,2019
2420,10250,31,91.34,9,2831.54,2807,Shipped,Planes,91,S700_1691,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,11,5,2019
2421,10262,40,84.03,4,3361.2,2764,Cancelled,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,24,6,2019
2422,10275,32,89.51,14,2864.32,2736,Shipped,Planes,91,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,23,7,2019
2423,10284,24,83.12,6,1994.88,2708,Shipped,Planes,91,S700_1691,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,21,8,2019
2424,10296,42,102.3,2,4296.6,2684,Shipped,Planes,91,S700_1691,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Medium,15,9,2019
2425,10308,21,105.95,12,2224.95,2655,Shipped,Planes,91,S700_1691,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,15,10,2019
